Parameter,Reaction,ReactionRate,Rule,RuleType,OtherParameters,OtherSpeciesWithNotes
Kc_rec,V_T.Mac_M1 -> null,k_cell_clear*V_T.Mac_M1*(Kc_rec/(C_total^2 + Kc_rec)),,,"['k_cell_clear','C_total']","[{""name"":""V_T.Mac_M1"",""compartment"":""V_T"",""notes"":""Number of M1 macrophage in the tumor compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
Kc_rec,V_T.Mac_M2 -> null,k_cell_clear*V_T.Mac_M2*(Kc_rec/(C_total^2 + Kc_rec)),,,"['k_cell_clear','C_total']","[{""name"":""V_T.Mac_M2"",""compartment"":""V_T"",""notes"":""Number of M2 macrophage in the tumor compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
Kc_rec,V_T.Th -> V_T.Th_exh,k_cell_clear*V_T.Th*(Kc_rec/(C_total^2+Kc_rec)),,,"['k_cell_clear','C_total']","[{""name"":""V_T.Th"",""compartment"":""V_T"",""notes"":""Number of Th cells in the tumor compartment""},{""name"":""V_T.Th_exh"",""compartment"":""V_T"",""notes"":""Exhausted CD4 effector T cells""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
Kc_rec,V_T.Treg -> null,k_cell_clear*V_T.Treg*(Kc_rec/(C_total^2+Kc_rec)),,,"['k_cell_clear','C_total']","[{""name"":""V_T.Treg"",""compartment"":""V_T"",""notes"":""Number of Treg cells in the tumor compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
M_PD1_total,,,syn_M_C.PD1 = M_PD1_total /A_Mcell,initialAssignment,"['A_Mcell']","[{""name"":""syn_M_C.PD1"",""compartment"":""syn_M_C"",""notes"":""concentration of PD1 in synapse""},{""name"":""syn_M_C"",""compartment"":""syn_M_C"",""notes"":""synapse comparment between macrophage and cancer cell (Jansson 2005, PMID: 16034096)""}]"
M_SIRPa,,,syn_M_C.SIRPa = M_SIRPa,initialAssignment,"[]","[{""name"":""syn_M_C.SIRPa"",""compartment"":""syn_M_C"",""notes"":""concentration of SIRPa on macrophage in the synapse""},{""name"":""syn_M_C"",""compartment"":""syn_M_C"",""notes"":""synapse comparment between macrophage and cancer cell (Jansson 2005, PMID: 16034096)""}]"
M_total,,,M_total = V_T.Mac_M1+V_T.Mac_M2,repeatedAssignment,"[]","[{""name"":""V_T.Mac_M1"",""compartment"":""V_T"",""notes"":""Number of M1 macrophage in the tumor compartment""},{""name"":""V_T.Mac_M2"",""compartment"":""V_T"",""notes"":""Number of M2 macrophage in the tumor compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
M_total,,,V_T = ((C_x+C_total)*vol_cell+(CD8_exh+Th_exh+T_total)*vol_Tcell)/Ve_T+M_total*vol_Mcell/Ve_T+V_T.Fib*vol_Fibcell/Ve_T+V_T.CAF*vol_CAFcell/Ve_T+V_T.ECM*ECM_MW/ECM_density,repeatedAssignment,"['vol_cell','vol_Tcell','Ve_T','C_total','T_total','vol_Mcell','ECM_MW','ECM_density','vol_Fibcell','vol_CAFcell']","[{""name"":""V_T.CAF"",""compartment"":""V_T"",""notes"":""Number of CAFs in the tumor compartment""},{""name"":""V_T.CD8_exh"",""compartment"":""V_T"",""notes"":""Exhausted CD8 effector T cells""},{""name"":""V_T.C_x"",""compartment"":""V_T"",""notes"":""Dead cancer cells in the tumour compartment""},{""name"":""V_T.ECM"",""compartment"":""V_T"",""notes"":""Concentration of average ECM in tumor""},{""name"":""V_T.Fib"",""compartment"":""V_T"",""notes"":""Number of normal fibroblast in the tumor compartment""},{""name"":""V_T.Th_exh"",""compartment"":""V_T"",""notes"":""Exhausted CD4 effector T cells""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
N0,,,N_aT = N0 + N_costim*H_CD28_APC + N_IL2_CD8*V_LN.IL2/(IL2_50+V_LN.IL2),repeatedAssignment,"['H_CD28_APC','IL2_50','N_costim','N_IL2_CD8','N_aT']","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N0,,,N_aT0 = N0 + N_costim*H_CD28_APC + N_IL2_CD4*V_LN.IL2/(IL2_50+V_LN.IL2),repeatedAssignment,"['H_CD28_APC','IL2_50','N_costim','N_IL2_CD4','N_aT0']","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N0,,,N_aTh = N0 + N_costim*H_CD28_APC + N_IL2_CD4*V_LN.IL2/(IL2_50+V_LN.IL2),repeatedAssignment,"['H_CD28_APC','IL2_50','N_costim','N_IL2_CD4','N_aTh']","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
NO_50_Teff,,,H_NO = V_T.NO/(NO_50_Teff+V_T.NO),repeatedAssignment,"['H_NO']","[{""name"":""V_T.NO"",""compartment"":""V_T"",""notes"":""Concentration of NO in the tumor compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
N_IL2_CD4,,,N_aT0 = N0 + N_costim*H_CD28_APC + N_IL2_CD4*V_LN.IL2/(IL2_50+V_LN.IL2),repeatedAssignment,"['H_CD28_APC','IL2_50','N0','N_costim','N_aT0']","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N_IL2_CD4,,,N_aTh = N0 + N_costim*H_CD28_APC + N_IL2_CD4*V_LN.IL2/(IL2_50+V_LN.IL2),repeatedAssignment,"['H_CD28_APC','IL2_50','N0','N_costim','N_aTh']","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N_IL2_CD8,,,N_aT = N0 + N_costim*H_CD28_APC + N_IL2_CD8*V_LN.IL2/(IL2_50+V_LN.IL2),repeatedAssignment,"['H_CD28_APC','IL2_50','N0','N_costim','N_aT']","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N_M1p0_TCR,,,pTCR_p0_MHC_tot = k_M1p0_TCR_off/(k_M1p0_TCR_off+phi_M1p0_TCR)*(k_M1p0_TCR_p/(k_M1p0_TCR_off+k_M1p0_TCR_p))^N_M1p0_TCR*(0.5*((H_xpres)*(A_s.M1p0)/n_Treg_clones+TCR_p0_tot+k_M1p0_TCR_off/k_M1p0_TCR_on-TCR_p0_tot*sqrt((((H_xpres)*(A_s.M1p0)/n_Treg_clones+TCR_p0_tot+k_M1p0_TCR_off/k_M1p0_TCR_on)/TCR_p0_tot)^2-4*(H_xpres)*(A_s.M1p0)/n_Treg_clones/TCR_p0_tot))),repeatedAssignment,"['n_Treg_clones','k_M1p0_TCR_on','k_M1p0_TCR_off','k_M1p0_TCR_p','phi_M1p0_TCR','TCR_p0_tot','pTCR_p0_MHC_tot','H_xpres']","[{""name"":""A_s.M1p0"",""compartment"":""A_s"",""notes"":""Antigen-MHC complex""},{""name"":""A_s"",""compartment"":""A_s"",""notes"":""APC surface comparment (Agrawal and Linderman 1996, PMID: 8944895)""}]"
N_M1p1_TCR,,,pTCR_p1_MHC_tot = k_M1p1_TCR_off/(k_M1p1_TCR_off+phi_M1p1_TCR)*(k_M1p1_TCR_p/(k_M1p1_TCR_off+k_M1p1_TCR_p))^N_M1p1_TCR*(0.5*((H_xpres)*(A_s.M1p1)/n_CD8_clones+TCR_p1_tot+k_M1p1_TCR_off/k_M1p1_TCR_on-TCR_p1_tot*sqrt((((H_xpres)*(A_s.M1p1)/n_CD8_clones+TCR_p1_tot+k_M1p1_TCR_off/k_M1p1_TCR_on)/TCR_p1_tot)^2-4*(H_xpres)*(A_s.M1p1)/n_CD8_clones/TCR_p1_tot))),repeatedAssignment,"['n_CD8_clones','k_M1p1_TCR_on','k_M1p1_TCR_off','k_M1p1_TCR_p','phi_M1p1_TCR','TCR_p1_tot','pTCR_p1_MHC_tot','H_xpres']","[{""name"":""A_s.M1p1"",""compartment"":""A_s"",""notes"":""Antigen-MHC complex""},{""name"":""A_s"",""compartment"":""A_s"",""notes"":""APC surface comparment (Agrawal and Linderman 1996, PMID: 8944895)""}]"
N_aT,,,N_aT = N0 + N_costim*H_CD28_APC + N_IL2_CD8*V_LN.IL2/(IL2_50+V_LN.IL2),repeatedAssignment,"['H_CD28_APC','IL2_50','N0','N_costim','N_IL2_CD8']","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N_aT,V_LN.aCD8 -> null,k_CD8_pro/N_aT*V_LN.aCD8,,,"['k_CD8_pro']","[{""name"":""V_LN.aCD8"",""compartment"":""V_LN"",""notes"":""Number of activated CD8 cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N_aT,null -> V_LN.CD8,k_CD8_pro/N_aT*2^(N_aT)*V_LN.aCD8,,,"['k_CD8_pro']","[{""name"":""V_LN.CD8"",""compartment"":""V_LN"",""notes"":""Number of CD8 cells in the lymph node compartment""},{""name"":""V_LN.aCD8"",""compartment"":""V_LN"",""notes"":""Number of activated CD8 cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N_aT0,,,N_aT0 = N0 + N_costim*H_CD28_APC + N_IL2_CD4*V_LN.IL2/(IL2_50+V_LN.IL2),repeatedAssignment,"['H_CD28_APC','IL2_50','N0','N_costim','N_IL2_CD4']","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N_aT0,V_LN.aTreg -> null,k_CD4_pro/N_aT0*V_LN.aTreg,,,"['k_CD4_pro']","[{""name"":""V_LN.aTreg"",""compartment"":""V_LN"",""notes"":""Number of activated Treg cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N_aT0,null -> V_LN.Treg,k_CD4_pro/N_aT0*2^(N_aT0)*V_LN.aTreg,,,"['k_CD4_pro']","[{""name"":""V_LN.Treg"",""compartment"":""V_LN"",""notes"":""Number of Treg cells in the lymph node compartment""},{""name"":""V_LN.aTreg"",""compartment"":""V_LN"",""notes"":""Number of activated Treg cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N_aTh,,,N_aTh = N0 + N_costim*H_CD28_APC + N_IL2_CD4*V_LN.IL2/(IL2_50+V_LN.IL2),repeatedAssignment,"['H_CD28_APC','IL2_50','N0','N_costim','N_IL2_CD4']","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N_aTh,V_LN.aTh -> null,(k_CD4_pro/N_aTh)*V_LN.aTh,,,"['k_CD4_pro']","[{""name"":""V_LN.aTh"",""compartment"":""V_LN"",""notes"":""Number of activated Th cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N_aTh,null -> V_LN.Th,(k_CD4_pro/N_aTh)*2^N_aTh*V_LN.aTh,,,"['k_CD4_pro']","[{""name"":""V_LN.Th"",""compartment"":""V_LN"",""notes"":""Number of Th cells in the lymph node compartment""},{""name"":""V_LN.aTh"",""compartment"":""V_LN"",""notes"":""Number of activated Th cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N_costim,,,N_aT = N0 + N_costim*H_CD28_APC + N_IL2_CD8*V_LN.IL2/(IL2_50+V_LN.IL2),repeatedAssignment,"['H_CD28_APC','IL2_50','N0','N_IL2_CD8','N_aT']","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N_costim,,,N_aT0 = N0 + N_costim*H_CD28_APC + N_IL2_CD4*V_LN.IL2/(IL2_50+V_LN.IL2),repeatedAssignment,"['H_CD28_APC','IL2_50','N0','N_IL2_CD4','N_aT0']","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
N_costim,,,N_aTh = N0 + N_costim*H_CD28_APC + N_IL2_CD4*V_LN.IL2/(IL2_50+V_LN.IL2),repeatedAssignment,"['H_CD28_APC','IL2_50','N0','N_IL2_CD4','N_aTh']","[{""name"":""V_LN.IL2"",""compartment"":""V_LN"",""notes"":""Concentration of IL2 in the lymph node compartment""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
P0_C1,null -> V_T.P0,n_Treg_clones*(P0_C1*(k_C1_death+k_C1_therapy)*C1+P0_C1*k_C_CD8*V_T.C1*V_T.CD8/(K_T_C*C_total+V_T.CD8+cell)*V_T.CD8/(V_T.CD8+K_T_Treg*Tregs_+cell)*(1-H_PD1_C1)*(1-H_MDSC)*(1-H_TGFb_Teff)*(1-H_ECM_T_mot)),,,"['cell','C_total','Tregs_','H_PD1_C1','k_C1_death','k_C1_therapy','n_Treg_clones','k_C_CD8','H_ECM_T_mot','K_T_C','K_T_Treg','H_TGFb_Teff','H_MDSC']","[{""name"":""V_T.C1"",""compartment"":""V_T"",""notes"":""Number of cancer cells in tumor""},{""name"":""V_T.CD8"",""compartment"":""V_T"",""notes"":""Number of CD8 cells in the tumor compartment""},{""name"":""V_T.P0"",""compartment"":""V_T"",""notes"":""Concentration of  free antigen (P0) in the LN compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
P1_C1,null -> V_T.P1,n_CD8_clones*(P1_C1*(k_C1_death+k_C1_therapy)*C1+P1_C1*k_C_CD8*V_T.C1*V_T.CD8/(K_T_C*C_total+V_T.CD8+cell)*V_T.CD8/(V_T.CD8+K_T_Treg*Tregs_+cell)*(1-H_PD1_C1)*(1-H_MDSC)*(1-H_TGFb_Teff)*(1-H_ECM_T_mot)),,,"['cell','C_total','Tregs_','H_PD1_C1','k_C1_death','k_C1_therapy','n_CD8_clones','k_C_CD8','H_ECM_T_mot','K_T_C','K_T_Treg','H_TGFb_Teff','H_MDSC']","[{""name"":""V_T.C1"",""compartment"":""V_T"",""notes"":""Number of cancer cells in tumor""},{""name"":""V_T.CD8"",""compartment"":""V_T"",""notes"":""Number of CD8 cells in the tumor compartment""},{""name"":""V_T.P1"",""compartment"":""V_T"",""notes"":""Concentration of  free antigen (P1) in the LN compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
PD1_50,,,H_PD1_APC = ((syn_CD8_APC.PD1_PDL1+syn_CD8_APC.PD1_PDL2)/PD1_50)^n_PD1/(((syn_CD8_APC.PD1_PDL1+syn_CD8_APC.PD1_PDL2)/PD1_50)^n_PD1 + 1),repeatedAssignment,"['H_PD1_APC','n_PD1']","[{""name"":""syn_CD8_APC.PD1_PDL1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PD1-PDL1 complex""},{""name"":""syn_CD8_APC.PD1_PDL2"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PD1-PDL2 complex""},{""name"":""syn_CD8_APC"",""compartment"":""syn_CD8_APC"",""notes"":""synapse comparment between CD8 and APC (Jansson 2005, PMID: 16034096)""}]"
PD1_50,,,H_PD1_C1 = ((syn_CD8_C1.PD1_PDL1+syn_CD8_C1.PD1_PDL2)/PD1_50)^n_PD1/(((syn_CD8_C1.PD1_PDL1+syn_CD8_C1.PD1_PDL2)/PD1_50)^n_PD1 + 1),repeatedAssignment,"['H_PD1_C1','n_PD1']","[{""name"":""syn_CD8_C1.PD1_PDL1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PD1-PDL1 complex""},{""name"":""syn_CD8_C1.PD1_PDL2"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PD1-PDL2 complex""},{""name"":""syn_CD8_C1"",""compartment"":""syn_CD8_C1"",""notes"":""synapse comparment between CD8 and C1 (Jansson 2005, PMID: 16034096)""}]"
PD1_50,,,H_PD1_M = ((syn_M_C.PD1_PDL1+syn_M_C.PD1_PDL2)/PD1_50)^n_PD1/(((syn_M_C.PD1_PDL1+syn_M_C.PD1_PDL2)/PD1_50)^n_PD1 + 1),repeatedAssignment,"['n_PD1','H_PD1_M']","[{""name"":""syn_M_C.PD1_PDL1"",""compartment"":""syn_M_C"",""notes"":""concentration of PD1-PDL1 complex""},{""name"":""syn_M_C.PD1_PDL2"",""compartment"":""syn_M_C"",""notes"":""concentration of PD1-PDL2 complex""},{""name"":""syn_M_C"",""compartment"":""syn_M_C"",""notes"":""synapse comparment between macrophage and cancer cell (Jansson 2005, PMID: 16034096)""}]"
Q_nCD8_thym,null -> V_C.nCD8,Q_nCD8_thym/div_CD8,,,"['div_CD8']","[{""name"":""V_C.nCD8"",""compartment"":""V_C"",""notes"":""Number of naive CD8 cells in the central compartment""},{""name"":""V_C"",""compartment"":""V_C"",""notes"":""Central compartment (C) (estimated)""}]"
Q_nTreg_thym,null -> V_C.nTreg,Q_nTreg_thym/div_Treg,,,"['div_Treg']","[{""name"":""V_C.nTreg"",""compartment"":""V_C"",""notes"":""Number of naive Treg cells in the central compartment""},{""name"":""V_C"",""compartment"":""V_C"",""notes"":""Central compartment (C) (estimated)""}]"
R_Tcell,,,R_Tcell = 0*cell/day+(k_C1_death+k_C1_therapy)*V_T.C1+k_C_CD8*V_T.C1*V_T.CD8/(K_T_C*C_total+V_T.CD8+cell)*V_T.CD8/(V_T.CD8+K_T_Treg*Tregs_+cell)*(1-H_PD1_C1)*(1-H_TGFb_Teff)*(1-H_ECM_T_mot)+k_M1_phago*V_T.C1*V_T.Mac_M1/(V_T.Mac_M1+K_Mac_C*C_total+cell)*(1-H_Mac_C)*(1-H_IL10_phago),repeatedAssignment,"['cell','day','C_total','Tregs_','H_PD1_C1','k_C1_death','k_C1_therapy','k_C_CD8','H_ECM_T_mot','K_T_C','K_T_Treg','H_TGFb_Teff','k_M1_phago','H_Mac_C','K_Mac_C','H_IL10_phago']","[{""name"":""V_T.C1"",""compartment"":""V_T"",""notes"":""Number of cancer cells in tumor""},{""name"":""V_T.CD8"",""compartment"":""V_T"",""notes"":""Number of CD8 cells in the tumor compartment""},{""name"":""V_T.Mac_M1"",""compartment"":""V_T"",""notes"":""Number of M1 macrophage in the tumor compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
SIRPa_50,,,H_SIRPa = (syn_M_C.CD47_SIRPa/SIRPa_50)^n_SIRPa/((syn_M_C.CD47_SIRPa/SIRPa_50)^n_SIRPa + 1),repeatedAssignment,"['n_SIRPa','H_SIRPa']","[{""name"":""syn_M_C.CD47_SIRPa"",""compartment"":""syn_M_C"",""notes"":""concentration CD47-SIRPa complex in synapse""},{""name"":""syn_M_C"",""compartment"":""syn_M_C"",""notes"":""synapse comparment between macrophage and cancer cell (Jansson 2005, PMID: 16034096)""}]"
TCR_p0_tot,,,pTCR_p0_MHC_tot = k_M1p0_TCR_off/(k_M1p0_TCR_off+phi_M1p0_TCR)*(k_M1p0_TCR_p/(k_M1p0_TCR_off+k_M1p0_TCR_p))^N_M1p0_TCR*(0.5*((H_xpres)*(A_s.M1p0)/n_Treg_clones+TCR_p0_tot+k_M1p0_TCR_off/k_M1p0_TCR_on-TCR_p0_tot*sqrt((((H_xpres)*(A_s.M1p0)/n_Treg_clones+TCR_p0_tot+k_M1p0_TCR_off/k_M1p0_TCR_on)/TCR_p0_tot)^2-4*(H_xpres)*(A_s.M1p0)/n_Treg_clones/TCR_p0_tot))),repeatedAssignment,"['n_Treg_clones','k_M1p0_TCR_on','k_M1p0_TCR_off','k_M1p0_TCR_p','phi_M1p0_TCR','N_M1p0_TCR','pTCR_p0_MHC_tot','H_xpres']","[{""name"":""A_s.M1p0"",""compartment"":""A_s"",""notes"":""Antigen-MHC complex""},{""name"":""A_s"",""compartment"":""A_s"",""notes"":""APC surface comparment (Agrawal and Linderman 1996, PMID: 8944895)""}]"
TCR_p1_tot,,,pTCR_p1_MHC_tot = k_M1p1_TCR_off/(k_M1p1_TCR_off+phi_M1p1_TCR)*(k_M1p1_TCR_p/(k_M1p1_TCR_off+k_M1p1_TCR_p))^N_M1p1_TCR*(0.5*((H_xpres)*(A_s.M1p1)/n_CD8_clones+TCR_p1_tot+k_M1p1_TCR_off/k_M1p1_TCR_on-TCR_p1_tot*sqrt((((H_xpres)*(A_s.M1p1)/n_CD8_clones+TCR_p1_tot+k_M1p1_TCR_off/k_M1p1_TCR_on)/TCR_p1_tot)^2-4*(H_xpres)*(A_s.M1p1)/n_CD8_clones/TCR_p1_tot))),repeatedAssignment,"['n_CD8_clones','k_M1p1_TCR_on','k_M1p1_TCR_off','k_M1p1_TCR_p','phi_M1p1_TCR','N_M1p1_TCR','pTCR_p1_MHC_tot','H_xpres']","[{""name"":""A_s.M1p1"",""compartment"":""A_s"",""notes"":""Antigen-MHC complex""},{""name"":""A_s"",""compartment"":""A_s"",""notes"":""APC surface comparment (Agrawal and Linderman 1996, PMID: 8944895)""}]"
TGFb_50,,,H_TGFb = V_T.TGFb/(V_T.TGFb+TGFb_50),repeatedAssignment,"['H_TGFb']","[{""name"":""V_T.TGFb"",""compartment"":""V_T"",""notes"":""TGFb in the tumor comparment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
TGFb_50,V_T.Fib -> V_T.CAF,k_caf_tran*V_T.Fib*(V_T.TGFb/(V_T.TGFb+TGFb_50)),,,"['k_caf_tran']","[{""name"":""V_T.CAF"",""compartment"":""V_T"",""notes"":""Number of CAFs in the tumor compartment""},{""name"":""V_T.Fib"",""compartment"":""V_T"",""notes"":""Number of normal fibroblast in the tumor compartment""},{""name"":""V_T.TGFb"",""compartment"":""V_T"",""notes"":""TGFb in the tumor comparment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
TGFb_50,V_T.Mac_M1 -> V_T.Mac_M2,k_M2_pol*V_T.Mac_M1*(V_T.TGFb/(V_T.TGFb+TGFb_50) + V_T.IL10/(V_T.IL10+IL10_50)),,,"['k_M2_pol','IL10_50']","[{""name"":""V_T.IL10"",""compartment"":""V_T"",""notes"":""Concentration of IL-10 in tumor""},{""name"":""V_T.Mac_M1"",""compartment"":""V_T"",""notes"":""Number of M1 macrophage in the tumor compartment""},{""name"":""V_T.Mac_M2"",""compartment"":""V_T"",""notes"":""Number of M2 macrophage in the tumor compartment""},{""name"":""V_T.TGFb"",""compartment"":""V_T"",""notes"":""TGFb in the tumor comparment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
